sherlock,batipoha_75,1,ok
sherlock,bidoripi_03,1,ok
sherlock,fugorumi_32,1,ok
sherlock,hesakite_49,1,bad
sherlock,kosofeki_50,1,ok
sherlock,livodoke_39,1,ok
sherlock,mutohoti_00,1,ok
sherlock,pegapesa_22,1,ok
sherlock,semaripe_29,1,ok
sherlock,sihisalu_64,1,ok
sherlock,sodakiva_90,1,ok
sherlock,sodinuva_68,1,ok
sherlock,soregawu_05,1,ok
sherlock,todawehu_81,1,bad
slac,disinilo_54,1,bad
slac,fokigemi_06,1,ok
slac,kilahemu_07,1,ok
slac,kiregate_96,1,ok
slac,logokigu_73,1,bad
slac,magiwuni_58,1,ok
slac,nivolomo_28,1,ok
slac,powodupo_20,1,ok
slac,rugedebu_48,1,ok
slac,sorapiwu_68,1,bad
slac,tonipibo_76,1,ok
slac,vepufiga_56,1,ok
slac,galobuhu_66,1,ok
slac,hosetebu_75,1,ok
slac,sesiguva_21,1,ok
slac,suvutune_16,1,ok
slac,vurodusi_56,1,bad
slac,wowukoli_59,1,ok
sherlock,bivahobe_50,1,ok
sherlock,dofovaro_74,1,ok
sherlock,dukavula_34,1,bad
sherlock,fudinako_11,1,bad
sherlock,fugatuna_21,1,ok
sherlock,gedisuso_77,1,ok
sherlock,lulofola_19,1,ok
sherlock,miforike_08,1,ok
sherlock,nevupeto_41,1,ok
sherlock,potehedu_67,1,ok
sherlock,resopati_98,1,ok
sherlock,safumado_27,1,ok
sherlock,sedosuno_37,1,ok
sherlock,tagediso_07,1,ok
sherlock,tesameli_14,1,ok
sherlock,tidadiva_44,1,ok
sherlock,tinugono_42,1,ok
sherlock,winodega_99,1,bad
slac,mofareno_14,1,ok
slac,ralutiwa_59,1,ok
slac,bonofepo_25,1,ok
slac,damidiwi_47,1,ok
slac,digihera_08,1,bad
slac,fevahaso_90,1,ok
slac,fimuvohi_89,1,ok
slac,fiwesato_11,1,ok
slac,gorisefi_79,1,ok
slac,henafefu_25,1,ok
slac,hotosemo_50,1,ok
slac,kurunalo_76,1,bad
slac,ladarane_77,1,ok
slac,napurame_26,1,ok
slac,nifupidu_92,1,ok
slac,sehepewo_72,1,ok
slac,sugohule_17,1,ok
slac,telawipa_17,1,ok
slac,wetevide_35,1,ok
sherlock,gerugosu_78,1,ok
sherlock,patowami_63,1,ok
sherlock,saborume_16,1,ok
sherlock,sivupegu_81,1,ok
slac,bigawati_47,1,ok
slac,bofahisa_20,1,ok
slac,fimohuru_55,1,ok
sherlock,bihetofu_24,1,ok
sherlock,dimafowe_05,1,ok
sherlock,fisetudu_55,1,ok
sherlock,gavibawi_45,1,ok
sherlock,sitilowi_31,1,ok
sherlock,suguwesi_98,1,ok
sherlock,telibose_95,1,ok
sherlock,wimatewe_45,1,bad
sherlock,pidanule_44,1,ok
sherlock,senigiki_21,1,ok
sherlock,bebodira_65,1,ok
slac,gokugose_18,1,ok
sherlock,huluheru_23,1,ok
slac,dugihabe_70,1,ok
slac,sekivema_89,1,ok
slac,seravuha_97,1,ok
slac,wavihanu_77,1,ok
sherlock,hivevolo_16,1,ok
sherlock,nulonaso_10,1,bad
sherlock,posifuvi_45,1,ok
sherlock,tagorape_33,1,ok
sherlock,vegarebo_06,1,ok
slac,bahusihe_57,1,ok
slac,dipamife_45,1,ok
slac,gavuropo_67,1,ok
slac,hitebuna_59,1,ok
slac,kopomemu_66,1,bad
slac,modakufe_24,1,ok
slac,muwitolo_46,1,ok
slac,pelukake_23,1,ok
slac,saluvada_42,1,ok
sherlock,gihiseru_17,1,ok
sherlock,kamevuse_75,1,ok
sherlock,tefopimi_06,1,bad
sherlock,totuvuwi_77,1,bad
sherlock,momaposi_60,1,ok
sherlock,novoloko_50,1,ok
sherlock,vevoraso_36,1,ok
slac,foligage_07,1,ok
slac,gotikiru_13,1,ok
sherlock,hikagitu_25,1,bad
sherlock,kikimiva_55,1,bad
sherlock,kobehubu_94,1,ok
sherlock,likeniri_51,1,bad
sherlock,mokapipu_61,1,ok
sherlock,pisewoku_94,1,ok
sherlock,rorutira_42,1,ok
sherlock,vipikema_98,1,ok
slac,fofohiha_18,1,ok
slac,gotitaki_66,1,ok
sherlock,supogohu_52,1,ok
slac,bekufufi_53,1,bad
slac,dadudafe_60,1,ok
slac,gigisanu_24,1,ok
slac,mahifake_44,1,ok
slac,mipunawo_95,1,ok
slac,pafosope_20,1,ok
slac,tefovuto_94,1,ok
sherlock,begakura_66,1,ok
sherlock,dewuhumo_21,1,ok
sherlock,famakele_51,1,bad
sherlock,giranure_57,1,bad
sherlock,matowedi_76,1,bad
sherlock,mibumime_94,1,ok
sherlock,sifebelo_94,1,ok
slac,fipakoso_99,1,ok
slac,gihumuni_35,1,ok
slac,sihawifa_63,1,ok
slac,wonataro_02,1,ok
slac,sumogaha_76,1,bad
slac,diwarise_06,1,ok
slac,fogebego_80,1,bad
sherlock,migidome_55,1,bad
sherlock,pemupehe_18,1,bad
sherlock,bekusuvu_00,1,ok
sherlock,miwimadu_42,1,bad
sherlock,wafitemi_24,1,ok
sherlock,hahesegu_39,1,ok
sherlock,naronusu_67,1,ok
sherlock,semodave_57,1,bad
slac,dotivela_46,1,ok
slac,hobukuno_29,1,ok
nersc,hesegula_40,1,ok
sherlock,romudini_21,1,bad
sherlock,fufalego_15,1,ok
sherlock,kodefivo_37,1,ok
sherlock,nofabigo_84,1,ok
sherlock,pumusuma_66,1,ok
sherlock,silovabu_91,1,ok
sherlock,tefenipa_47,1,ok
sherlock,kapapohe_58,1,ok
nersc,dakoputu_58,1,ok
nersc,lafikubo_56,1,bad
nersc,hibetede_02,1,ok
nersc,buvivore_13,1,ok
nersc,hevudeku_30,1,ok
nersc,wevosewe_93,1,bad
nersc,risusike_06,1,bad
nersc,mututesi_43,1,ok
nersc,sosewedu_22,1,bad
nersc,defokate_20,1,bad
nersc,kererape_22,1,ok
nersc,nekelele_74,1,bad
nersc,pebitiru_79,1,ok
nersc,lirilapa_78,1,ok
nersc,wakidowo_59,1,bad
nersc,letapivu_80,1,ok
nersc,giworuge_14,1,ok
nersc,winomuvi_99,1,ok
nersc,gekawore_16,1,ok
nersc,legofufi_61,1,ok
nersc,mitilaru_63,1,bad
