nersc,fosurufu_23,1,ok
nersc,galopuba_86,1,ok
nersc,mubolemu_18,1,ok
nersc,solaleda_75,1,ok
nersc,hogohuge_61,1,ok
nersc,kalisule_45,1,ok
nersc,sihamasa_88,1,ok
nersc,niliriwe_53,1,ok
nersc,titawupu_08,1,bad
nersc,horikovi_77,1,bad
nersc,vuraruna_65,1,ok
nersc,vuraruna_65,2,ok
nersc,hadogato_47,1,ok
sherlock,vuvunira_55,1,ok
sherlock,matoheda_13,1,bad
sherlock,wefedifi_91,1,ok
sherlock,tofiwadi_49,1,ok
sherlock,rakawavo_17,1,ok
sherlock,fogalonu_46,1,ok
sherlock,vinamepa_43,1,bad
sherlock,kenukami_73,1,ok
sherlock,hinirako_22,1,bad
sherlock,kipatalo_90,1,ok
sherlock,hofarame_76,1,bad
slac,rudosavu_57,1,bad
slac,fagumoha_68,1,ok
slac,lebenuna_98,1,ok
slac,memihora_07,1,ok
slac,solaleda_75,1,ok
slac,kalisule_45,1,ok
slac,pegapali_49,1,ok
slac,wefakuko_75,1,bad
slac,vigohisi_82,1,ok
slac,mesufagi_19,1,ok
slac,vuraruna_65,1,ok
nersc,gubufafu_74,1,ok
sherlock,kagekiha_49,1,bad
sherlock,putarude_21,1,bad
slac,garituna_73,1,ok
slac,bipigode_78,1,bad
slac,fodopilu_17,1,ok
slac,kuwurupu_88,1,ok
slac,lagubapi_05,1,ok
slac,nakerafi_91,1,ok
slac,runopeno_56,1,ok
slac,taparogo_67,1,ok
slac,vapopihe_87,1,ok
slac,viholaba_21,1,ok
slac,wihuwone_95,1,ok
slac,wiwiwetu_44,1,ok
sherlock,dawakuvo_55,1,ok
sherlock,lufinanu_76,1,ok
sherlock,nafupemu_49,1,ok
sherlock,tanewani_59,1,ok
sherlock,tetuwido_70,1,ok
sherlock,vugupopo_89,1,ok
slac,gerokede_95,1,ok
slac,gowitepe_67,1,ok
slac,gulipita_22,1,ok
slac,paritile_76,1,ok
slac,wibedipi_00,1,ok
sherlock,filetumi_93,1,ok
sherlock,kegidafu_92,1,ok
sherlock,begefabi_44,1,bad
sherlock,kakisabe_55,1,bad
sherlock,kesekodi_38,1,ok
sherlock,lenabefe_62,1,ok
sherlock,logusole_78,1,ok
sherlock,mabivuso_96,1,ok
sherlock,momidoki_92,1,ok
sherlock,nivanevi_99,1,ok
sherlock,ramufalu_44,1,ok
sherlock,rebuvige_88,1,bad
sherlock,rofetaso_24,1,ok
sherlock,rulageda_78,1,ok
sherlock,rusateti_67,1,ok
sherlock,sisipire_36,1,ok
sherlock,werabosi_10,1,ok
slac,bokawemu_25,1,bad
slac,fewirefe_11,1,ok
slac,fukuwevi_91,1,ok
slac,gesumule_22,1,ok
slac,gifopira_28,1,ok
slac,hivovaru_77,1,ok
slac,lawuduni_55,1,ok
slac,nuriramu_38,1,ok
slac,papapesi_26,1,bad
slac,pumisumi_35,1,ok
slac,relovalu_12,1,ok
slac,sabedabu_27,1,ok
slac,vovumota_03,1,ok
slac,votafefa_68,1,ok
sherlock,hadegabi_26,1,ok
sherlock,rihutope_53,1,ok
sherlock,vevarehu_32,1,ok
slac,sunuheka_77,1,ok
slac,vomelawi_63,1,ok
slac,waloguhe_35,1,ok
sherlock,fogopemi_28,1,bad
sherlock,kakalito_08,1,bad
sherlock,newopedu_17,1,ok
sherlock,tofebave_45,1,bad
sherlock,ripirefu_15,1,ok
sherlock,temidule_87,1,ok
sherlock,wesaburu_95,1,bad
slac,bikoradi_95,1,bad
slac,dabipilo_28,1,ok
slac,fifuniha_85,1,ok
slac,lilotuta_67,1,bad
slac,rapebiba_65,1,ok
slac,hefikala_18,1,ok
slac,wufulafe_03,1,ok
slac,dafanapa_38,1,ok
